stemmed_tweet,label
serius jorok gak,disgust
dok enggan meni lebih utama karir didik terlalu takut nama rumah tangga takut broken,fear
mending suruh makan tali kopling apa dapet duit 100 miliar kalo gua mah mending dapet duit 100 miliar enak duit buat beli tali kopling jadi gua makan tali kopling puas,happy
ga nyangka sih yhaaa,shock
mas mau nanya nih cara jatuh cinta mulai dari awal kenal dengan org baru buat hati dulu sakit sembuh,fear
astaga terus endingnya dapet berapa,shock
ga nyangka tahun umur 21,shock
foto di instagram ada cuma lupa password instanya jadi ngga di buka pasti salah perintah instagram pakai password segala tuh sampai lupa khan gw begoloe,anger
congratulations ucap selamat ibu dini mildawati raih new silver leader moga makin lancar sukses sama paytren,happy
bingung lvl bbrp bulan akhir muka kering parah pake yg biasa udah mempan padahal biasa kulit muka mentul2 lembab enak banget trusan ganti produk malah rusak muka ganti jadi mending tp msh kering dilema mo ganti apa balik yg dulu apa ganti yg,fear
sakit andal dr jaman sma ampe skrg pinggang encok salah tidur kurang minum air putih sudah tnggl hitung kalender,sadness
jorok banget,disgust
iya astaga ngeri nya,shock
abg yg doyan ngerumpi kalau gak nyinyir bikin gosip fakta korban gosip akhir temu prabowoamienhrs ikut hadir mek nggak eh abg yg sibuk bikin simpul gatot,anger
rotibakar tikar sip nder sip istilah baru baru tau,shock
sepakat anda sesat orang larang sholat dalam bangun diri kafir salah satu gereja makanya jangan banyak nonton mak lampir aku lindung allaah swt,anger
jendela buka tutup dalem gerbong cuma modal kipas toilet kadang ga dipake kalo ga jorok banget dipake orang buat duduk kalo penuh bersih gerbong duh segala jenis kecoa semut bisa kamu temu bahkan tumpang masih bawa hewan,disgust
pas cerita pak puh bapak sepuhmasnya bapak yg emg liat beliau langsung ikut kosan pas liat nyata emang nongkrongnya depan gudang tp ga bilang wujud gmn hmm,sadness
12 tahun ngerantau ktp sudah jogja ga nyangka rezeki nya ke lampung mulai di lingkung masa kecil suasana beda bagai manusia harus nikmat segala proses selamat juang bib,shock
dunia mirip bayang badan kau kejar ia jauh jika kau jauh ia ada pilih selain ikut ibnu qayyim,sadness
pray for bla bla bla save bla bla bla emmm doa beneran ga apa cuma pansol taek soksokan iba tp apa ditanyain masalah yg lu iba aja kga tau ooo biar elu bilang org paling care dunia gitu hmm tp klo dunia maya yaaaa taek,anger
tidur jam 8 harap bangun jam 3 tp sekarang udah bangun mw makan nanggung mw lanjut tdr susah mw pke jurus ampuh buka laptop biar ngantuk laptop kantor sekian terima thr,sadness
when sexual harrassment jadi hot topoc semua medsos awal sm yucub opini mba gitasav skandal gitasav rame ampe accoun twitter doi dideactive akhir mbak via vallen blow up chat doi sam sam bule ga sold out thinking sama orang ngomong,anger
aku macam wondering kalau someone tu rebel putus cinta stress etc kan mostly ubah 360 sadly ubah tu mostly akan ke ubah dark side,sadness
saking takut salah ngetik mo ngechat dosen wali gue ngetiknya note dulu itu perbaikiperbaikicopypaste roomchatcekcekcek lagideletebuka note lagiperbaikiperbaikibuka whatsappclosegajadi chat deh mules gue mo pup dulu aku lemah,fear
kok tiba2 mlm mrasa kangen yaaq jalan pegang tangan aq peluk kata aq kangen aq menang pundak kata jgn tinggal aqgod please tell him,sadness
bau banget,disgust
ya wartawan spt kangen adam malik masih kecil beliau jurnalisme ilmu yg wajib paham dulu laku industri press byk kaidah jurnalistik yg tdk longgar ketat baku dilu,sadness
ada yg order dress gw ngga posting mana bahkan akun shopee aja lg diliburin doi tetep mau order via dm ig pribadi haru ngga,happy
terima kasih ayah bunda sudah percaya treatment baby raesha moga baby raesha sehat bahagia selalu momnjogadingserpong giftawayforcustomer,happy
mas hamdan udah tau kalo istri manja rewel belum hamil alhamdulillah hamil mas lebih ngerti kadang suka geleng jangan bosan jatuh cinta berkalikali istri mas,love
aku beneran nang tadi pas pulang flo untung ga fakultas jadi tempat keluar beda terus aku pake kacamata biar gakenal gt beneran takut,fear
selalu takut kalo private chat dosen takut salah beberapa tahun lalu ulang salah kirim selfi dosen niat buat gendak q malah kirim dosen pose gabanget mecucu mecucu minta kasih nilai c bgt pokok,fear
ikatancinta jadi begini alur askara hilang al oma rosa reyna bahkan rendi anteng kalau dulu reyna gilang astaga rame saling bahu bahu info info aksara sejati anak aldebaran titip andin buah cinta di lepeh aja dik mana ic,shock
sembuh sakit mesti pake obat kek gin flu bersin demam order es krim tengah malam kalo anak kampus bilang sih bm penuh,happy
pdhl wkt jerawat krn lg pms anjir bisabisanyaaaa diblg ih jorok bgt jadi cewek ada jerawat mang napa hah km doang yg bole tumbuh jerawat,disgust
astaga parah banget kakak lu nder,shock
pocong aku seram dgn hantu merangkakmengesot ni selalu bayang tgh naik tangga tetiba natang ni kejar setan betul,fear
jorok lu emg si paling bokep,disgust
diam diam suka day6 masa sumpah aku gak racunin kok wkwk kuy lah nonton youth bareng halu tingkat provinsi,happy
iseng iseng ngetes semua perangkat elektromagnetik rumah nyata radiasi komputer laptop tv hp tinggi dadak jadi parno tau bahaya radiasi besar gimana kita,fear
usia 45 th rasa muda nyata kaku ajar yg baru sadar sdh lambat jd atlet tp hobby ngurus organisasi bina olahraga olahraga jadi medium komunikasi yg baik bbrp bulan lalu bandung bicara kebhinekaan sukseskanasiangames2018,sadness
ohaqilah cinta hati aqilah i say i lovw you baik lah,love
haha makanya jujur ay jangan bohong haha jangan satu bohong jual hayo,anger
baru sini liat nipunya masa iya blg gin yaudah mbanya istri polisi kan sini cium muah jijik bngt sumpah kena bibir kan sini muah anjink,anger
demi apa walaupun hasil tak harap saya lega apa lama simpan hati akhir ucap lepas apa yang lama selalu jadi tanya kepala akhir jawab jelas,happy
aku ksh yg ringan2 yah walo ringan masa iya adab bcr yg aku partai dakwah spt,sadness
sushi tei cuma mau bikin boomerang sama tag location pamer daftar menu kek mbatin dasar kismin kalian ga kayak gin wek,happy
yanga nama teman ada sukadukanya sin ajar proses sama grumpytard minoruliciouces friendshipgoals,happy
dokter kandung aja beb kalau takut belum lambat aja soal tiap orang beda sebab nya yg karna hormon yg,fear
astaga salah apa,shock
ga nyangka city jual cancelo blokk,shock
astaga dendam kesumat wkwkwk baru jd tri doang tuh jd presiden mungkin dilepeh awal,shock
rt suka kopi sama suka jalanjalan bukan jalan dengan suka apa yang kau suka dia tidak suka,sadness
kakek tau dr mana klo d beri hidayah tau dr mana klo ngk sesat tau dr mana klo lebih benar jangan rasa sok benar dah kakek nnti msuk neraka lo akibat terlalu sombong,anger
anti bank bank club gue jadi kepo info dah risen lo ja makan duit riba tuh salah satu rekan pria paling tawan kampus ae berani putus risen biar ga makan duit riba ckck,fear
astaga w kalo lupa soobin punya kembar w pikir soobin,shock
thenkyu cepat sembuh buat lagi kena db,sadness
chat an sm bos pake pfp whatsapp gni astaga lupa bgt mau ganti,shock
njirr gak nyangka doi gue tetangga kelas waktu sd,shock
black emg drama fiksi plot twistnya bnr2 ga nyangka,shock
my love meski kadang beda dapat trus suka susah diomongin trus kaya sering aku bikin sakit hati beliau baik banget orang keras sebenernya lembut banget sebel kalo udah panik bikin semua orang bing,love
chat gua dibls sma org wkwkw astaga memang org2 ada yg left behind spt sangat senang kl chat ga jelas dibls sama org wkwkw saat ini wwkwwkk,shock
jorok nih kyk,disgust
makanya lu baca au jorok lain yg grup tapi contoh engsiti,disgust
kampung mana ngerti gopay teh udahlah beli amplop lebaran luculucu isiin duit baru udah paling bener,happy
nah yg nunggu anak anteng sabar luas samudra trus bapak dateng2 bikin anak nang hmmm ingin marah lampias,anger
media sosial malah ngeri cuk yakin benar aku lahir nk suroboyo gede y nk suroboyo lek baya ku idek2 yo wani dep2 an baya iku harga diri,anger
husin alwi jelas intoleran kalo kamu toleran mesti otak bebas kuat pengaruh etika intelektual biar sanding bebas orangberpendidikanmengikuti apa yg baik bagi jangan jorok bos,disgust
iya barusan aku cek nyata kaki yg ngiket pake karet kira2 biaya dokter berapa takut mahal misqueen aku nothing money,fear
rambut makin mutih badan lengan tak kuat jaga bahaya papa telah selesai tugas,love
pak kalo ga punya malu at least ngrasa punya dosa lah takut sama tuhan heee pak jepang koruptor langsung nebas diri sendiri pake samurai korea langsung sujud depan khalayak umum undur diri itu jg gapake lama sini jd,anger
akhir aku sayang koko sayang koko kemaren sayang koko hari sayang koko 2 jam yg lalu sayang koko besok sayang koko besok lusa sayang koko lama,love
astaga ngakak banget sih nonton bintaros next top model,shock
gue lampung kiwheeewww nadia mau sidang ajee selamaad yaaapa kabar kaka satriaudahan blom,happy
kurang jelas ku molor paman tp seperti pas puter balik si motor langsung masuk jalur busway jangan ikut gitu yaa pelisss gw horor liat,fear
pesan masuk udah sexual harrasement sih itu gak bilang biasa aja budaya paham patriark nya tinggi memang itu liat gak penting coba yang laku saudari kalian temen pacar ttp semangat gita via,sadness
bidadari manusia idam udon pake kasih sayang pulang bawa pulang madu erikacang ku sayang moga senyum manis seman cinta pada,love
wah keren ada yang mirip d pakai baju koko sarung lebih keren d liaitukalia pakaianya ganti jadi,happy
gilir lantai produksi mastiin nanyain langsung apa mereka tulis malah digangguin dimintain foto yaampunnnn mas mas pusing akutu ken cepet kelar terus balik jogja malah gin mmbbzzzz,anger
kali kali farah suka ingetin engga diterusin kata makin gue perhati makin sulit buat gue lupain soal dia tapi nihya far udh gue coba dr jaman kapan ahelah ujung2nya penuh risiko re suka kgn hmm pahit,sadness
sayang bgt dong gue gaada siap siap nya pas gue dikenalin keluarga besar pihak cewe gue gugup abis padahal gue tadi kek yaelah gaada yg kenal gue tapi pas dateng dadak gugup,fear
dulu gue ngakak banget pas liat injun kok random banget sih siapa sih yg ajak nge bow sm omg ga nyangka nyata cowo sekarang foto udah aku taroh belakang phone case ku my loml thanks injun berkat kamu aku jadi tau jun yg nya,shock
5 jam lebih aku edit video ni kau ke effort aku buat sempena birthday kau tin start kenal smpai skrg terima kasih sbb setia smping aku wlupun kau tau aku bnyk kurang aku sayang kau tin and happy birthday fatin,love
prof koruptor sama dng bunuh generasi anak cucu perlahan2 prof saya tuju para koruptor kelas kakap hukum mati di miskin kan,anger
astaga ni baru eps2 ajaa guee udah degdegannnnn hadohh wkwkkwkwk mabuchi emg bikin mabu,shock
inong puteraputrimu selalu ingat nasehat inong we miss and we love you inong air mata tak ku tahan nyata selasa sekarang persis lima tahun lalu pergi,sadness
soal thr gaji ke13 tukil seperti bukan yang sepele baik yang terima terima lambat dari mana dapat,sadness
harus kamu bahagia kayun karna khia rela ngetag kayun luang sedikit waktu ingat kayun tp kayu buka neng malah kaya sedih sedih gitu wkwkw,sadness
selamat pagi min kan test trus tulis selesai ada lingkar loading terus kiri atas bagaimana min apa sudah simpan hasil test terima kasih belum,fear
njir dapet sabitzer gak nyangka efek eth emang nyata,shock
tanya serius bila ngumbar ngember nama debitur media bukankah langgar pbi rahasia nasabah,anger
jangan jorok yaa,disgust
iya kalo belum lulus terus begitu ngeri anjir tanya soal kimia fisika matematika,fear
biasa kalo lg masalah temen cerita ntah skrg jadi susah sedang bener2 lelah suruh bikin sanlat tp mikir sendiri hulu hilir walaupun dibantuin satu bapak2 tp sibuk kerja,sadness
sibuk apa kata mau buat lapak sod jorok,disgust
ajar buat main bola lain biar lo ga sembarang sama perempuan ga usah asa kalian punya kontol paling bagus dunya kalyan bebas rasa tak perempuan yg nolak speak up rasa leceh kalyan,anger
iyaa kesel bgt ga nyangka crown prince nya jahat ken gebukin malah ku kira awal carcel yg redflag nyata ngga malah sebucin sama in,shock
gilsssss pegawai stasiun parung panjang layan gak ramah ngetssss duh maaf mbak gak mood kerja apa antem sama cwonya akuuu cuma nanya ajaaaa jawab nada tinggi malah gak tengok sama sekali,anger
astaga tengah malem,shock
macet coy menteri bumn,anger
astaga ni anak gak aklak,shock
ga nyangka beneran suporter bola,shock
selamat ulang tahun sayang happybaekhoday,happy
aja coba nya astaga,shock
zon jangan lihat baju sekalisekali pegang burung liar jinak,anger
rupiah jatuh anjlok ramai menyalahnyalahkan perintah gilirah rupiah naik kuat mingkem sekarang anggota dpr menyalahnyalahkan polisi pas bom ledak salah perintah gituajaterus gue jadi sekjend pbb,anger
nah trs ai bakil pan sen gojek ebuset no signal sekali dpt driver nih marah2 ora jelas udh kakek2 emang tp annoying aja beliau ingin kata kasar tp diri lg penuh dosa jd ku tahan,anger
jadi bos tp ga pny problem solving kok jd gmn gt yaga tau akar masalah gmn jd instan semua tar rusak rusak gitu aja teroos,anger
coba cari terus siapa tahu yang cebur jatuh perangkap dalam gua gua gelap banjir jd licin bs ajach kepleset,fear
terkadangg kalo yg lapor pihak wajib jawab alah cm pegang alah kamu nikmatin kan alah cuma panggil salah siapa pakai baju sexy please punya hak atas diri tubuh emang kalo situ ngaceng gara2 liat pake baju sexy salah,anger
wah gak nyangka gue bakal cepat kirim belanja super hemat lazada pengirimancepat gratisongkir di lazada,shock
meski berat lebih baik pada ikhlas akhir tinggal rasa sesak jadi yg bekas sekarang waktu tim kalah putar final lcc 4 pilar mpr tahun 2012 jakarta,sadness
nb anak didik suka carasikapmu ubah kasihan tidak pernah terima apa engkau ikan jangan ajar cara egois contoh pakbuk siapa curhatvan,sadness
jeje mau ngadu yang jorok,disgust
nyata banyak fans kpop dada mending lisa gakusah kesini aja klo gin cara tnpa promosi psti bnyk jg kok yg dtg fanmeetingnya lisa aku ksel kak liat,anger
didik mah nomor 1 donk za haha btw gw kyknya milih nyekolahin anak negeri aja gedein keluar jalan2 kan didik jg buat gw krn alami ajar jg hahaha,happy
kalau mau selamat uang bumn serah tata kelola bumn ke pihak swasta kaya sekarang rata rata direksi isi boneka parpol,anger
nama ti jorok,disgust
jorok bgt ajg dika,disgust
orang sii jorok bet,disgust
ga nyangka mbu gt,shock
intinyanya selamat tanggal 25 yg 3 kali ga pernah harapin yg aneh aneh aku cuma mau terus sama kamu sayang kamu aku ga pernah ubah juga sayang aku kamu harap malah lebih lebih sayang ke kamu iring jalan waktu,love
langit mungkin aku sinar bintang memang terang aku satu antara ribu pilih aku cukup paham bagi hilang bukan masalah besar untuk,sadness
kalo kamu kira kos an cewe sih percaya jorok,disgust
8 akomodasi day 2 yats colony tipikal resort yg banyak hijau hijau sore sih cakep malemnya astaga males keluar kamar suka amneties sama minum bisa refill sayang tipi minimal yang paling sebel kaca banyak bener kamar mandi ai tak nyaman,shock
lika liku suruh mimpin rapat lapor keuanganastagfirullah style gue kek bapak bapak banget astaga,shock
otak kalo bego mau apa posisi apa gelar tetap bego hrsnya otak isi ilmu tahu bukan isi maaftai,anger
kalo luka buka jg lbh gede tuh peluang tular misal luka buka cukur nah alat cukur kan gak pernah steril ekok rem yak deteksidinihepatitis,fear
ini arti takfiri allah cukup engkau rabb tempat sandar minta tolong lepas diri orangorang sekutu apa,fear
akan baik kita saling tukar posisi awal istri yg atur kemudian tuding krg kena biar suami yg atur lihat apa msh bs kalimat2 buat murka yg lontar ulang,anger
